ID,Class
9074,m
9075,N
9076,a
9077,V
9078,C
9079,A
9080,R
9081,a
9082,A
9083,P
9084,R
9085,E
9086,N
9087,A
9088,T
9089,a
9090,n
9091,R
9092,I
9093,1
9094,E
9095,E
9096,D
9097,A
9098,S
9099,I
9100,t
9101,O
9102,I
9103,A
9104,E
9105,K
9106,R
9107,I
9108,E
9109,w
9110,I
9111,l
9112,T
9113,M
9114,A
9115,W
9116,N
9117,E
9118,V
9119,E
9120,N
9121,C
9122,t
9123,E
9124,R
9125,U
9126,2
9127,P
9128,a
9129,X
9130,c
9131,9
9132,S
9133,A
9134,A
9135,m
9136,E
9137,R
9138,e
9139,O
9140,E
9141,5
9142,I
9143,i
9144,i
9145,O
9146,O
9147,T
9148,N
9149,I
9150,T
9151,a
9152,F
9153,I
9154,O
9155,5
9156,T
9157,D
9158,f
9159,C
9160,7
9161,A
9162,S
9163,m
9164,A
9165,R
9166,E
9167,e
9168,Z
9169,e
9170,T
9171,C
9172,l
9173,M
9174,A
9175,e
9176,2
9177,l
9178,I
9179,E
9180,o
9181,T
9182,R
9183,o
9184,m
9185,5
9186,K
9187,I
9188,N
9189,Z
9190,2
9191,I
9192,N
9193,r
9194,a
9195,0
9196,2
9197,E
9198,R
9199,R
9200,L
9201,m
9202,E
9203,s
9204,P
9205,a
9206,T
9207,0
9208,S
9209,O
9210,A
9211,H
9212,K
9213,S
9214,1
9215,S
9216,I
9217,0
9218,i
9219,O
9220,4
9221,I
9222,E
9223,h
9224,E
9225,A
9226,r
9227,E
9228,t
9229,P
9230,e
9231,r
9232,L
9233,N
9234,E
9235,E
9236,X
9237,A
9238,L
9239,R
9240,I
9241,R
9242,H
9243,t
9244,A
9245,S
9246,I
9247,E
9248,P
9249,A
9250,a
9251,R
9252,T
9253,T
9254,N
9255,O
9256,E
9257,T
9258,A
9259,H
9260,L
9261,M
9262,T
9263,G
9264,T
9265,A
9266,A
9267,T
9268,O
9269,I
9270,X
9271,N
9272,r
9273,T
9274,N
9275,N
9276,3
9277,U
9278,E
9279,o
9280,e
9281,i
9282,E
9283,e
9284,i
9285,e
9286,R
9287,N
9288,A
9289,A
9290,M
9291,S
9292,R
9293,L
9294,y
9295,E
9296,h
9297,2
9298,E
9299,u
9300,T
9301,A
9302,W
9303,R
9304,O
9305,n
9306,A
9307,u
9308,2
9309,M
9310,I
9311,I
9312,r
9313,R
9314,U
9315,g
9316,S
9317,E
9318,l
9319,E
9320,E
9321,H
9322,N
9323,N
9324,S
9325,A
9326,H
9327,N
9328,D
9329,G
9330,A
9331,C
9332,L
9333,N
9334,M
9335,I
9336,y
9337,t
9338,I
9339,M
9340,N
9341,7
9342,H
9343,H
9344,I
9345,I
9346,A
9347,D
9348,t
9349,e
9350,T
9351,I
9352,O
9353,E
9354,o
9355,A
9356,A
9357,r
9358,b
9359,A
9360,R
9361,o
9362,o
9363,I
9364,E
9365,R
9366,a
9367,I
9368,l
9369,H
9370,N
9371,N
9372,O
9373,L
9374,O
9375,M
9376,C
9377,S
9378,S
9379,N
9380,M
9381,A
9382,E
9383,H
9384,k
9385,o
9386,t
9387,3
9388,P
9389,t
9390,m
9391,E
9392,O
9393,E
9394,L
9395,L
9396,V
9397,t
9398,E
9399,3
9400,N
9401,P
9402,e
9403,S
9404,R
9405,G
9406,D
9407,2
9408,S
9409,L
9410,R
9411,A
9412,E
9413,A
9414,S
9415,R
9416,A
9417,N
9418,O
9419,T
9420,F
9421,C
9422,R
9423,B
9424,V
9425,N
9426,e
9427,i
9428,l
9429,E
9430,I
9431,r
9432,8
9433,R
9434,A
9435,E
9436,L
9437,e
9438,o
9439,X
9440,E
9441,r
9442,V
9443,R
9444,L
9445,I
9446,T
9447,R
9448,R
9449,a
9450,C
9451,e
9452,N
9453,R
9454,E
9455,N
9456,O
9457,O
9458,0
9459,A
9460,R
9461,l
9462,E
9463,I
9464,e
9465,E
9466,A
9467,E
9468,e
9469,E
9470,I
9471,a
9472,r
9473,E
9474,i
9475,O
9476,O
9477,M
9478,A
9479,E
9480,R
9481,5
9482,R
9483,a
9484,T
9485,A
9486,H
9487,N
9488,C
9489,I
9490,o
9491,h
9492,E
9493,N
9494,Z
9495,s
9496,S
9497,E
9498,U
9499,R
9500,o
9501,N
9502,o
9503,r
9504,C
9505,A
9506,7
9507,g
9508,B
9509,R
9510,N
9511,O
9512,Q
9513,R
9514,A
9515,3
9516,B
9517,o
9518,e
9519,E
9520,P
9521,O
9522,A
9523,s
9524,A
9525,S
9526,K
9527,N
9528,R
9529,I
9530,c
9531,L
9532,N
9533,I
9534,I
9535,F
9536,H
9537,I
9538,T
9539,A
9540,T
9541,F
9542,T
9543,O
9544,H
9545,C
9546,E
9547,D
9548,H
9549,s
9550,E
9551,S
9552,T
9553,1
9554,R
9555,S
9556,E
9557,O
9558,s
9559,e
9560,B
9561,i
9562,R
9563,R
9564,A
9565,n
9566,A
9567,T
9568,E
9569,A
9570,V
9571,e
9572,c
9573,r
9574,I
9575,I
9576,Y
9577,1
9578,R
9579,N
9580,I
9581,I
9582,9
9583,A
9584,R
9585,A
9586,l
9587,O
9588,O
9589,O
9590,G
9591,E
9592,S
9593,A
9594,O
9595,D
9596,L
9597,S
9598,m
9599,E
9600,1
9601,r
9602,E
9603,z
9604,o
9605,E
9606,1
9607,A
9608,C
9609,T
9610,o
9611,T
9612,R
9613,A
9614,L
9615,A
9616,A
9617,o
9618,E
9619,r
9620,O
9621,A
9622,O
9623,b
9624,A
9625,l
9626,h
9627,I
9628,C
9629,A
9630,K
9631,A
9632,o
9633,B
9634,i
9635,A
9636,R
9637,I
9638,N
9639,I
9640,m
9641,r
9642,I
9643,R
9644,0
9645,O
9646,O
9647,E
9648,L
9649,n
9650,r
9651,6
9652,e
9653,a
9654,p
9655,R
9656,A
9657,E
9658,A
9659,R
9660,r
9661,T
9662,r
9663,N
9664,A
9665,A
9666,i
9667,0
9668,K
9669,S
9670,M
9671,a
9672,X
9673,N
9674,C
9675,t
9676,E
9677,E
9678,K
9679,L
9680,T
9681,s
9682,S
9683,V
9684,D
9685,J
9686,E
9687,S
9688,M
9689,O
9690,R
9691,A
9692,e
9693,G
9694,T
9695,O
9696,B
9697,r
9698,N
9699,n
9700,I
9701,t
9702,A
9703,r
9704,N
9705,I
9706,E
9707,T
9708,r
9709,N
9710,2
9711,I
9712,O
9713,I
9714,T
9715,A
9716,e
9717,M
9718,S
9719,N
9720,P
9721,s
9722,D
9723,I
9724,R
9725,Z
9726,T
9727,B
9728,r
9729,e
9730,o
9731,r
9732,h
9733,E
9734,e
9735,R
9736,A
9737,A
9738,E
9739,t
9740,6
9741,A
9742,H
9743,n
9744,l
9745,N
9746,T
9747,P
9748,i
9749,T
9750,A
9751,a
9752,M
9753,S
9754,N
9755,A
9756,s
9757,I
9758,A
9759,R
9760,S
9761,Z
9762,N
9763,T
9764,M
9765,T
9766,R
9767,G
9768,N
9769,A
9770,A
9771,i
9772,S
9773,T
9774,e
9775,O
9776,R
9777,x
9778,7
9779,E
9780,T
9781,a
9782,A
9783,S
9784,I
9785,H
9786,n
9787,S
9788,n
9789,r
9790,u
9791,N
9792,O
9793,T
9794,H
9795,N
9796,I
9797,F
9798,R
9799,I
9800,r
9801,O
9802,u
9803,A
9804,I
9805,H
9806,S
9807,t
9808,K
9809,A
9810,W
9811,T
9812,R
9813,L
9814,T
9815,V
9816,r
9817,A
9818,i
9819,T
9820,M
9821,o
9822,I
9823,i
9824,a
9825,X
9826,S
9827,n
9828,s
9829,S
9830,g
9831,V
9832,Y
9833,A
9834,J
9835,l
9836,O
9837,I
9838,W
9839,J
9840,L
9841,N
9842,R
9843,I
9844,I
9845,A
9846,N
9847,o
9848,R
9849,A
9850,e
9851,O
9852,A
9853,N
9854,S
9855,N
9856,a
9857,x
9858,A
9859,V
9860,I
9861,S
9862,E
9863,N
9864,d
9865,e
9866,B
9867,C
9868,I
9869,E
9870,A
9871,E
9872,i
9873,w
9874,D
9875,E
9876,P
9877,O
9878,r
9879,T
9880,E
9881,R
9882,i
9883,i
9884,a
9885,2
9886,7
9887,D
9888,O
9889,E
9890,G
9891,E
9892,3
9893,m
9894,H
9895,0
9896,i
9897,i
9898,o
9899,O
9900,6
9901,M
9902,1
9903,N
9904,N
9905,5
9906,T
9907,I
9908,S
9909,h
9910,A
9911,5
9912,r
9913,n
9914,E
9915,R
9916,R
9917,j
9918,E
9919,C
9920,T
9921,A
9922,R
9923,R
9924,n
9925,H
9926,E
9927,K
9928,R
9929,H
9930,X
9931,T
9932,S
9933,D
9934,C
9935,O
9936,A
9937,R
9938,C
9939,O
9940,i
9941,E
9942,I
9943,O
9944,3
9945,N
9946,t
9947,L
9948,O
9949,D
9950,w
9951,R
9952,s
9953,r
9954,3
9955,T
9956,G
9957,A
9958,T
9959,8
9960,E
9961,E
9962,A
9963,B
9964,R
9965,6
9966,0
9967,I
9968,T
9969,R
9970,D
9971,M
9972,M
9973,R
9974,2
9975,R
9976,N
9977,i
9978,T
9979,C
9980,T
9981,I
9982,E
9983,R
9984,S
9985,E
9986,A
9987,T
9988,R
9989,A
9990,i
9991,N
9992,T
9993,A
9994,S
9995,A
9996,t
9997,E
9998,T
9999,n
10000,T
10001,E
10002,e
10003,l
10004,O
10005,T
10006,R
10007,S
10008,r
10009,S
10010,n
10011,T
10012,r
10013,r
10014,L
10015,e
10016,R
10017,2
10018,T
10019,0
10020,K
10021,R
10022,s
10023,E
10024,m
10025,t
10026,O
10027,P
10028,G
10029,I
10030,C
10031,C
10032,e
10033,P
10034,A
10035,S
10036,R
10037,o
10038,C
10039,H
10040,T
10041,D
10042,h
10043,n
10044,x
10045,O
10046,R
10047,A
10048,N
10049,o
10050,N
10051,C
10052,N
10053,E
10054,4
10055,E
10056,O
10057,I
10058,T
10059,E
10060,M
10061,n
10062,a
10063,N
10064,D
10065,H
10066,R
10067,F
10068,L
10069,A
10070,S
10071,n
10072,I
10073,O
10074,S
10075,L
10076,A
10077,a
10078,r
10079,A
10080,A
10081,E
10082,v
10083,c
10084,D
10085,C
10086,N
10087,V
10088,N
10089,B
10090,T
10091,S
10092,E
10093,O
10094,s
10095,t
10096,S
10097,D
10098,A
10099,2
10100,D
10101,F
10102,o
10103,I
10104,H
10105,5
10106,R
10107,g
10108,A
10109,T
10110,N
10111,d
10112,W
10113,A
10114,E
10115,U
10116,N
10117,C
10118,U
10119,5
10120,T
10121,C
10122,O
10123,N
10124,O
10125,0
10126,O
10127,B
10128,T
10129,E
10130,R
10131,L
10132,H
10133,o
10134,I
10135,A
10136,A
10137,M
10138,O
10139,A
10140,A
10141,L
10142,R
10143,r
10144,l
10145,T
10146,3
10147,V
10148,R
10149,r
10150,D
10151,N
10152,A
10153,C
10154,I
10155,A
10156,A
10157,N
10158,I
10159,I
10160,R
10161,D
10162,H
10163,I
10164,O
10165,A
10166,A
10167,O
10168,S
10169,E
10170,S
10171,I
10172,e
10173,R
10174,i
10175,T
10176,O
10177,O
10178,P
10179,n
10180,F
10181,O
10182,A
10183,g
10184,S
10185,U
10186,e
10187,I
10188,O
10189,O
10190,a
10191,R
10192,L
10193,R
10194,T
10195,9
10196,2
10197,T
10198,E
10199,Y
10200,K
10201,S
10202,0
10203,N
10204,E
10205,T
10206,A
10207,c
10208,r
10209,T
10210,K
10211,L
10212,D
10213,O
10214,u
10215,P
10216,H
10217,X
10218,S
10219,j
10220,R
10221,0
10222,O
10223,5
10224,A
10225,o
10226,J
10227,v
10228,O
10229,M
10230,D
10231,r
10232,S
10233,G
10234,u
10235,8
10236,t
10237,T
10238,a
10239,5
10240,I
10241,E
10242,D
10243,V
10244,n
10245,S
10246,P
10247,n
10248,e
10249,D
10250,J
10251,N
10252,C
10253,M
10254,e
10255,L
10256,S
10257,S
10258,P
10259,r
10260,A
10261,A
10262,E
10263,S
10264,9
10265,o
10266,O
10267,S
10268,0
10269,O
10270,N
10271,N
10272,A
10273,U
10274,D
10275,C
10276,O
10277,2
10278,X
10279,A
10280,4
10281,O
10282,I
10283,e
10284,T
10285,E
10286,P
10287,e
10288,X
10289,D
10290,O
10291,B
10292,6
10293,A
10294,R
10295,O
10296,e
10297,0
10298,H
10299,G
10300,N
10301,L
10302,3
10303,T
10304,D
10305,N
10306,I
10307,V
10308,t
10309,O
10310,N
10311,N
10312,K
10313,D
10314,S
10315,0
10316,T
10317,i
10318,E
10319,C
10320,I
10321,T
10322,i
10323,r
10324,S
10325,H
10326,N
10327,n
10328,N
10329,N
10330,p
10331,O
10332,e
10333,t
10334,I
10335,T
10336,C
10337,R
10338,S
10339,l
10340,E
10341,I
10342,O
10343,S
10344,I
10345,R
10346,o
10347,R
10348,O
10349,G
10350,O
10351,E
10352,A
10353,Y
10354,I
10355,n
10356,A
10357,a
10358,N
10359,C
10360,A
10361,P
10362,I
10363,I
10364,S
10365,G
10366,T
10367,T
10368,r
10369,T
10370,i
10371,R
10372,T
10373,O
10374,R
10375,R
10376,T
10377,A
10378,2
10379,S
10380,T
10381,e
10382,S
10383,T
10384,E
10385,T
10386,x
10387,S
10388,S
10389,S
10390,S
10391,P
10392,M
10393,S
10394,Y
10395,M
10396,E
10397,J
10398,C
10399,E
10400,n
10401,O
10402,a
10403,R
10404,e
10405,N
10406,N
10407,e
10408,T
10409,e
10410,O
10411,A
10412,S
10413,T
10414,L
10415,z
10416,N
10417,A
10418,T
10419,O
10420,R
10421,T
10422,R
10423,0
10424,t
10425,R
10426,K
10427,N
10428,A
10429,E
10430,M
10431,A
10432,S
10433,N
10434,a
10435,V
10436,X
10437,A
10438,G
10439,1
10440,C
10441,X
10442,I
10443,4
10444,L
10445,A
10446,I
10447,N
10448,t
10449,2
10450,I
10451,e
10452,R
10453,A
10454,A
10455,C
10456,E
10457,K
10458,T
10459,r
10460,S
10461,C
10462,I
10463,C
10464,P
10465,F
10466,I
10467,O
10468,T
10469,R
10470,O
10471,B
10472,C
10473,B
10474,A
10475,D
10476,S
10477,C
10478,M
10479,T
10480,p
10481,U
10482,N
10483,I
10484,o
10485,T
10486,O
10487,H
10488,E
10489,E
10490,A
10491,A
10492,S
10493,O
10494,A
10495,i
10496,e
10497,E
10498,A
10499,T
10500,N
10501,n
10502,C
10503,0
10504,O
10505,R
10506,T
10507,R
10508,N
10509,e
10510,O
10511,r
10512,O
10513,P
10514,L
10515,V
10516,Q
10517,D
10518,R
10519,G
10520,N
10521,H
10522,S
10523,D
10524,R
10525,S
10526,H
10527,O
10528,9
10529,N
10530,S
10531,O
10532,G
10533,q
10534,9
10535,o
10536,M
10537,P
10538,1
10539,E
10540,G
10541,P
10542,S
10543,y
10544,R
10545,i
10546,O
10547,S
10548,X
10549,A
10550,N
10551,L
10552,D
10553,0
10554,N
10555,l
10556,N
10557,A
10558,I
10559,L
10560,R
10561,r
10562,D
10563,V
10564,b
10565,E
10566,N
10567,V
10568,R
10569,R
10570,l
10571,D
10572,q
10573,r
10574,e
10575,N
10576,t
10577,2
10578,E
10579,e
10580,h
10581,r
10582,R
10583,d
10584,A
10585,a
10586,A
10587,O
10588,T
10589,V
10590,s
10591,5
10592,o
10593,b
10594,O
10595,A
10596,2
10597,R
10598,R
10599,z
10600,K
10601,S
10602,A
10603,V
10604,O
10605,x
10606,I
10607,O
10608,T
10609,h
10610,T
10611,E
10612,D
10613,z
10614,T
10615,H
10616,e
10617,A
10618,o
10619,n
10620,T
10621,F
10622,L
10623,S
10624,E
10625,S
10626,S
10627,p
10628,N
10629,N
10630,N
10631,N
10632,A
10633,r
10634,S
10635,r
10636,E
10637,D
10638,S
10639,S
10640,1
10641,9
10642,4
10643,I
10644,S
10645,e
10646,e
10647,S
10648,l
10649,O
10650,L
10651,N
10652,A
10653,i
10654,0
10655,I
10656,A
10657,9
10658,N
10659,r
10660,R
10661,S
10662,H
10663,O
10664,S
10665,L
10666,C
10667,N
10668,s
10669,N
10670,r
10671,L
10672,i
10673,N
10674,R
10675,R
10676,E
10677,u
10678,I
10679,S
10680,K
10681,D
10682,R
10683,0
10684,o
10685,R
10686,R
10687,a
10688,A
10689,P
10690,O
10691,e
10692,a
10693,L
10694,A
10695,3
10696,N
10697,s
10698,e
10699,H
10700,S
10701,I
10702,J
10703,I
10704,N
10705,Y
10706,I
10707,9
10708,m
10709,T
10710,e
10711,A
10712,N
10713,f
10714,I
10715,E
10716,0
10717,O
10718,I
10719,m
10720,r
10721,0
10722,s
10723,T
10724,j
10725,T
10726,N
10727,i
10728,A
10729,u
10730,v
10731,T
10732,t
10733,h
10734,N
10735,C
10736,F
10737,O
10738,A
10739,O
10740,S
10741,r
10742,H
10743,I
10744,D
10745,T
10746,y
10747,T
10748,e
10749,c
10750,r
10751,A
10752,z
10753,r
10754,i
10755,R
10756,a
10757,O
10758,S
10759,n
10760,N
10761,S
10762,M
10763,r
10764,S
10765,C
10766,G
10767,i
10768,e
10769,T
10770,a
10771,r
10772,T
10773,E
10774,R
10775,A
10776,i
10777,l
10778,n
10779,N
10780,E
10781,N
10782,T
10783,R
10784,a
10785,I
10786,R
10787,t
10788,H
10789,N
10790,N
10791,T
10792,m
10793,R
10794,L
10795,I
10796,G
10797,e
10798,M
10799,A
10800,5
10801,O
10802,1
10803,r
10804,l
10805,e
10806,O
10807,S
10808,o
10809,T
10810,N
10811,j
10812,6
10813,E
10814,L
10815,A
10816,E
10817,R
10818,O
10819,I
10820,e
10821,R
10822,R
10823,D
10824,r
10825,A
10826,g
10827,L
10828,E
10829,R
10830,T
10831,O
10832,a
10833,S
10834,d
10835,s
10836,t
10837,A
10838,6
10839,T
10840,L
10841,H
10842,2
10843,r
10844,a
10845,9
10846,H
10847,M
10848,e
10849,C
10850,C
10851,A
10852,R
10853,A
10854,M
10855,N
10856,T
10857,O
10858,T
10859,N
10860,r
10861,e
10862,H
10863,N
10864,O
10865,A
10866,E
10867,t
10868,7
10869,A
10870,N
10871,i
10872,U
10873,O
10874,a
10875,C
10876,S
10877,m
10878,D
10879,9
10880,A
10881,R
10882,A
10883,R
10884,E
10885,R
10886,P
10887,R
10888,P
10889,R
10890,R
10891,T
10892,i
10893,S
10894,N
10895,I
10896,E
10897,C
10898,i
10899,C
10900,t
10901,0
10902,T
10903,T
10904,O
10905,n
10906,5
10907,2
10908,E
10909,c
10910,A
10911,I
10912,I
10913,O
10914,O
10915,T
10916,C
10917,A
10918,x
10919,s
10920,E
10921,N
10922,A
10923,e
10924,T
10925,E
10926,q
10927,L
10928,B
10929,L
10930,i
10931,O
10932,D
10933,R
10934,L
10935,H
10936,r
10937,E
10938,f
10939,t
10940,S
10941,O
10942,A
10943,N
10944,c
10945,O
10946,I
10947,t
10948,R
10949,R
10950,C
10951,D
10952,A
10953,A
10954,u
10955,T
10956,L
10957,A
10958,6
10959,N
10960,D
10961,A
10962,A
10963,n
10964,L
10965,T
10966,B
10967,O
10968,A
10969,N
10970,z
10971,Y
10972,H
10973,N
10974,T
10975,H
10976,n
10977,D
10978,D
10979,R
10980,N
10981,5
10982,S
10983,C
10984,v
10985,O
10986,A
10987,H
10988,A
10989,2
10990,O
10991,T
10992,e
10993,V
10994,E
10995,O
10996,a
10997,C
10998,D
10999,5
11000,i
11001,0
11002,A
11003,o
11004,T
11005,X
11006,A
11007,O
11008,I
11009,o
11010,N
11011,0
11012,R
11013,A
11014,i
11015,N
11016,S
11017,X
11018,O
11019,A
11020,s
11021,E
11022,r
11023,l
11024,4
11025,T
11026,S
11027,I
11028,n
11029,e
11030,r
11031,l
11032,T
11033,S
11034,B
11035,Z
11036,E
11037,c
11038,i
11039,l
11040,R
11041,A
11042,i
11043,A
11044,P
11045,H
11046,O
11047,E
11048,A
11049,A
11050,O
11051,c
11052,I
11053,n
11054,O
11055,C
11056,0
11057,t
11058,o
11059,A
11060,A
11061,D
11062,d
11063,H
11064,0
11065,J
11066,H
11067,g
11068,R
11069,S
11070,C
11071,e
11072,a
11073,A
11074,w
11075,A
11076,F
11077,E
11078,4
11079,H
11080,2
11081,L
11082,I
11083,N
11084,S
11085,n
11086,H
11087,r
11088,2
11089,O
11090,K
11091,T
11092,E
11093,N
11094,I
11095,I
11096,E
11097,O
11098,l
11099,A
11100,S
11101,n
11102,A
11103,R
11104,C
11105,N
11106,e
11107,L
11108,T
11109,e
11110,r
11111,S
11112,E
11113,I
11114,G
11115,l
11116,h
11117,G
11118,S
11119,D
11120,B
11121,R
11122,H
11123,i
11124,E
11125,N
11126,R
11127,L
11128,O
11129,O
11130,n
11131,0
11132,V
11133,N
11134,T
11135,N
11136,P
11137,C
11138,I
11139,B
11140,S
11141,n
11142,7
11143,G
11144,E
11145,n
11146,V
11147,F
11148,H
11149,S
11150,O
11151,C
11152,h
11153,F
11154,H
11155,O
11156,M
11157,E
11158,O
11159,H
11160,C
11161,F
11162,R
11163,R
11164,O
11165,A
11166,A
11167,P
11168,O
11169,A
11170,D
11171,I
11172,P
11173,E
11174,o
11175,e
11176,Q
11177,a
11178,M
11179,l
11180,T
11181,i
11182,E
11183,9
11184,D
11185,r
11186,A
11187,F
11188,z
11189,3
11190,O
11191,C
11192,A
11193,H
11194,M
11195,T
11196,R
11197,A
11198,G
11199,v
11200,G
11201,m
11202,R
11203,r
11204,H
11205,I
11206,S
11207,r
11208,S
11209,K
11210,S
11211,N
11212,A
11213,d
11214,t
11215,a
11216,E
11217,h
11218,F
11219,R
11220,A
11221,n
11222,x
11223,e
11224,a
11225,C
11226,5
11227,5
11228,O
11229,O
11230,A
11231,E
11232,N
11233,i
11234,M
11235,E
11236,O
11237,O
11238,W
11239,T
11240,I
11241,i
11242,R
11243,n
11244,I
11245,o
11246,n
11247,M
11248,O
11249,n
11250,R
11251,9
11252,S
11253,R
11254,i
11255,O
11256,H
11257,N
11258,T
11259,E
11260,O
11261,N
11262,D
11263,P
11264,r
11265,I
11266,E
11267,2
11268,o
11269,e
11270,A
11271,C
11272,a
11273,L
11274,c
11275,i
11276,d
11277,O
11278,R
11279,H
11280,O
11281,l
11282,A
11283,l
11284,S
11285,E
11286,T
11287,b
11288,q
11289,T
11290,1
11291,R
11292,S
11293,O
11294,I
11295,A
11296,2
11297,L
11298,X
11299,z
11300,n
11301,D
11302,N
11303,R
11304,N
11305,o
11306,D
11307,M
11308,t
11309,E
11310,A
11311,E
11312,G
11313,t
11314,B
11315,A
11316,O
11317,O
11318,E
11319,M
11320,E
11321,O
11322,S
11323,1
11324,C
11325,M
11326,5
11327,A
11328,N
11329,O
11330,T
11331,s
11332,A
11333,X
11334,T
11335,n
11336,N
11337,A
11338,i
11339,O
11340,u
11341,v
11342,t
11343,N
11344,N
11345,T
11346,R
11347,D
11348,a
11349,O
11350,S
11351,A
11352,T
11353,C
11354,A
11355,Y
11356,C
11357,E
11358,C
11359,L
11360,N
11361,T
11362,T
11363,H
11364,A
11365,t
11366,u
11367,A
11368,a
11369,R
11370,I
11371,a
11372,L
11373,I
11374,A
11375,b
11376,Y
11377,P
11378,t
11379,o
11380,r
11381,G
11382,S
11383,E
11384,A
11385,E
11386,I
11387,e
11388,m
11389,R
11390,r
11391,N
11392,O
11393,V
11394,A
11395,N
11396,n
11397,D
11398,R
11399,D
11400,N
11401,T
11402,T
11403,L
11404,1
11405,D
11406,n
11407,S
11408,N
11409,H
11410,E
11411,R
11412,T
11413,u
11414,e
11415,U
11416,S
11417,n
11418,e
11419,O
11420,D
11421,0
11422,B
11423,A
11424,C
11425,a
11426,F
11427,i
11428,N
11429,T
11430,O
11431,R
11432,L
11433,i
11434,O
11435,N
11436,E
11437,o
11438,A
11439,O
11440,0
11441,H
11442,A
11443,L
11444,e
11445,D
11446,A
11447,D
11448,N
11449,n
11450,E
11451,I
11452,E
11453,E
11454,S
11455,e
11456,K
11457,g
11458,E
11459,D
11460,3
11461,E
11462,C
11463,S
11464,I
11465,L
11466,n
11467,c
11468,A
11469,D
11470,R
11471,E
11472,0
11473,l
11474,O
11475,D
11476,S
11477,I
11478,H
11479,n
11480,G
11481,D
11482,I
11483,R
11484,A
11485,E
11486,D
11487,N
11488,R
11489,N
11490,U
11491,R
11492,G
11493,O
11494,E
11495,H
11496,L
11497,f
11498,A
11499,2
11500,S
11501,F
11502,E
11503,S
11504,A
11505,S
11506,D
11507,0
11508,i
11509,o
11510,A
11511,R
11512,I
11513,o
11514,E
11515,T
11516,R
11517,C
11518,H
11519,c
11520,Y
11521,e
11522,H
11523,L
11524,n
11525,O
11526,i
11527,T
11528,F
11529,G
11530,S
11531,h
11532,A
11533,a
11534,A
11535,C
11536,T
11537,n
11538,A
11539,K
11540,V
11541,H
11542,A
11543,A
11544,4
11545,J
11546,i
11547,r
11548,A
11549,O
11550,D
11551,A
11552,I
11553,I
11554,c
11555,i
11556,A
11557,C
11558,R
11559,n
11560,A
11561,n
11562,I
11563,i
11564,t
11565,E
11566,e
11567,A
11568,S
11569,B
11570,Y
11571,o
11572,n
11573,A
11574,l
11575,A
11576,P
11577,K
11578,L
11579,P
11580,O
11581,E
11582,O
11583,O
11584,f
11585,I
11586,S
11587,X
11588,O
11589,L
11590,3
11591,f
11592,U
11593,T
11594,O
11595,I
11596,i
11597,2
11598,T
11599,H
11600,T
11601,A
11602,O
11603,a
11604,A
11605,4
11606,P
11607,O
11608,R
11609,S
11610,o
11611,x
11612,C
11613,R
11614,0
11615,C
11616,e
11617,v
11618,T
11619,L
11620,A
11621,A
11622,T
11623,E
11624,R
11625,K
11626,I
11627,O
11628,D
11629,K
11630,T
11631,T
11632,A
11633,S
11634,A
11635,R
11636,R
11637,I
11638,N
11639,S
11640,o
11641,T
11642,T
11643,E
11644,T
11645,T
11646,R
11647,F
11648,S
11649,A
11650,u
11651,T
11652,I
11653,R
11654,O
11655,F
11656,5
11657,o
11658,n
11659,R
11660,d
11661,N
11662,L
11663,E
11664,A
11665,F
11666,s
11667,E
11668,W
11669,C
11670,I
11671,G
11672,V
11673,S
11674,N
11675,Y
11676,C
11677,O
11678,A
11679,U
11680,N
11681,O
11682,Y
11683,I
11684,e
11685,T
11686,S
11687,H
11688,0
11689,R
11690,2
11691,o
11692,S
11693,H
11694,O
11695,m
11696,e
11697,p
11698,h
11699,E
11700,l
11701,n
11702,S
11703,I
11704,s
11705,A
11706,r
11707,L
11708,a
11709,T
11710,E
11711,C
11712,J
11713,I
11714,P
11715,0
11716,T
11717,T
11718,n
11719,T
11720,E
11721,o
11722,n
11723,I
11724,4
11725,O
11726,N
11727,M
11728,H
11729,Y
11730,a
11731,H
11732,3
11733,R
11734,F
11735,C
11736,R
11737,O
11738,l
11739,P
11740,A
11741,I
11742,E
11743,R
11744,S
11745,Y
11746,C
11747,E
11748,A
11749,E
11750,H
11751,N
11752,I
11753,A
11754,H
11755,S
11756,A
11757,T
11758,I
11759,T
11760,3
11761,N
11762,A
11763,F
11764,n
11765,e
11766,P
11767,R
11768,I
11769,D
11770,H
11771,N
11772,O
11773,N
11774,6
11775,E
11776,r
11777,A
11778,G
11779,O
11780,R
11781,S
11782,o
11783,A
11784,X
11785,I
11786,E
11787,B
11788,E
11789,R
11790,b
11791,I
11792,L
11793,V
11794,N
11795,L
11796,G
11797,l
11798,e
11799,T
11800,t
11801,N
11802,R
11803,Y
11804,S
11805,I
11806,I
11807,T
11808,E
11809,N
11810,O
11811,t
11812,K
11813,U
11814,E
11815,R
11816,K
11817,x
11818,M
11819,n
11820,A
11821,N
11822,O
11823,n
11824,D
11825,I
11826,S
11827,T
11828,C
11829,S
11830,I
11831,t
11832,A
11833,N
11834,A
11835,a
11836,E
11837,A
11838,a
11839,E
11840,E
11841,o
11842,D
11843,H
11844,I
11845,T
11846,M
11847,R
11848,o
11849,X
11850,6
11851,D
11852,A
11853,A
11854,D
11855,V
11856,A
11857,T
11858,i
11859,D
11860,R
11861,S
11862,T
11863,E
11864,P
11865,i
11866,S
